city,location,time,weather,crime_type,cctv,police,traffic,speed,temp,rainfall,accidents,complaints,severity
Hyderabad,Kukatpally,Evening,rainy,Eve Teasing,1,4,8,56,41,101,9,2,5.93
Chennai,Nungambakkam,Midnight,sunny,Vandalism,3,3,6,15,16,150,2,6,6.08
Chennai,Guindy,Midnight,rainy,Cyber Crime,1,4,2,51,23,216,1,2,6.05
Delhi,Dwarka,Afternoon,sunny,Eve Teasing,3,4,5,9,37,229,4,7,6.4
Mumbai,Mulund,Midnight,stormy,Burglary,3,1,9,7,40,266,0,5,9.36
Pune,Aundh,Night,sunny,Pickpocketing,3,3,6,19,15,161,4,7,7.55
Pune,Pimpri,Midnight,cloudy,Mobile Theft,0,3,6,6,33,286,9,6,8.43
Mumbai,Borivali,Night,foggy,Pickpocketing,8,0,7,6,44,165,7,4,7.8
Chennai,Adyar,Midnight,stormy,Cyber Crime,9,4,5,76,31,246,6,4,6.09
Delhi,Dwarka,Afternoon,foggy,Chain Snatching,6,2,3,58,19,173,2,2,4.36
Mumbai,Chembur,Night,stormy,Carjacking,1,1,3,50,29,8,8,3,8.47
Delhi,Saket,Morning,foggy,Fraud,2,0,5,45,34,275,9,7,7.5
Delhi,Nehru Place,Night,cloudy,Fraud,7,1,4,73,38,58,6,4,5.71
Delhi,Rohini,Afternoon,foggy,Burglary,6,2,5,34,39,84,0,8,6.28
Kolkata,Ultadanga,Night,sunny,Eve Teasing,3,0,9,48,26,149,5,2,7.44
Hyderabad,Secunderabad,Midnight,foggy,Carjacking,3,1,5,14,18,59,3,9,8.75
Delhi,Karol Bagh,Midnight,stormy,Vandalism,8,2,4,34,29,124,5,2,6.01
Kolkata,Tollygunge,Afternoon,rainy,Vandalism,4,0,4,79,17,40,2,7,6.1
Chennai,Chrompet,Evening,foggy,Pickpocketing,4,2,1,53,28,172,4,7,6.94
Mumbai,Borivali,Midnight,foggy,Burglary,6,0,4,39,18,259,2,6,8.61
Hyderabad,Banjara Hills,Morning,foggy,Theft,0,3,4,69,33,172,6,5,6.71
Ahmedabad,Maninagar,Afternoon,stormy,Theft,2,3,9,21,20,185,4,6,7.04
Mumbai,Dadar,Night,foggy,Eve Teasing,1,1,4,35,31,240,3,6,8.07
Hyderabad,Madhapur,Night,stormy,Pickpocketing,9,4,7,74,32,93,9,5,6.36
Ahmedabad,Isanpur,Morning,stormy,Burglary,5,4,1,56,22,62,6,8,5.73
Mumbai,Thane,Midnight,rainy,Theft,5,2,7,30,33,220,6,4,8.05
Hyderabad,Kukatpally,Afternoon,sunny,Robbery,9,0,2,9,34,7,9,4,6.65
Mumbai,Andheri,Morning,stormy,Chain Snatching,0,3,8,18,26,212,8,5,8.22
Mumbai,Thane,Midnight,cloudy,Assault,5,4,1,55,31,208,2,9,7.33
Ahmedabad,Naranpura,Afternoon,foggy,Chain Snatching,9,3,3,19,33,208,9,3,6.28
Mumbai,Andheri,Night,cloudy,Cyber Crime,1,2,8,16,15,84,7,9,8.94
Mumbai,Goregaon,Afternoon,foggy,Assault,3,2,8,50,25,206,6,9,9.15
Ahmedabad,Nikol,Evening,rainy,Robbery,5,0,5,68,24,152,8,8,8.73
Chennai,Adyar,Afternoon,stormy,Cyber Crime,2,4,5,76,30,160,1,1,4.31
Delhi,Vasant Kunj,Evening,sunny,Robbery,2,2,8,63,19,115,5,2,7.27
Pune,Aundh,Afternoon,stormy,Burglary,2,2,5,30,31,250,4,8,7.96
Bangalore,Whitefield,Evening,foggy,Carjacking,3,3,9,33,42,182,2,0,7.2
Kolkata,New Town,Night,sunny,Fraud,8,1,1,8,23,163,6,4,6.74
Bangalore,Hebbal,Midnight,stormy,Theft,3,4,5,54,37,79,4,2,6.16
Bangalore,Whitefield,Evening,sunny,Burglary,3,0,3,29,41,6,5,2,5.43
Hyderabad,Kukatpally,Evening,foggy,Carjacking,3,0,3,44,22,86,3,0,5.61
Delhi,Vasant Kunj,Night,rainy,Fraud,6,3,2,36,39,7,6,7,6.94
Hyderabad,Madhapur,Evening,rainy,Burglary,4,0,3,79,24,35,6,2,6.41
Delhi,Saket,Morning,stormy,Eve Teasing,1,2,7,41,22,250,4,3,6.58
Ahmedabad,Maninagar,Night,cloudy,Fraud,6,4,8,14,17,99,6,4,6.65
Ahmedabad,Maninagar,Morning,foggy,Cyber Crime,2,0,8,42,37,78,6,4,5.74
Pune,Shivajinagar,Night,stormy,Chain Snatching,0,4,8,65,37,285,9,1,7.8
Delhi,Pitampura,Evening,stormy,Fraud,8,0,1,31,44,270,7,6,6.31
Mumbai,Goregaon,Morning,rainy,Chain Snatching,4,1,7,11,37,220,0,5,7.47
Chennai,Adyar,Evening,sunny,Cyber Crime,9,1,2,77,26,195,3,6,5.04
Pune,Aundh,Night,foggy,Vandalism,0,4,4,13,38,225,0,9,7.61
Pune,Aundh,Evening,sunny,Assault,0,1,5,63,18,86,2,9,8.03
Mumbai,Dadar,Morning,foggy,Chain Snatching,0,1,1,40,41,57,7,2,5.56
Chennai,Mylapore,Morning,cloudy,Robbery,8,2,4,34,36,169,6,7,6.43
Hyderabad,Miyapur,Evening,rainy,Eve Teasing,7,0,4,23,32,96,2,5,6.42
Chennai,Anna Nagar,Afternoon,cloudy,Theft,5,1,9,45,37,145,3,6,5.34
Hyderabad,Miyapur,Night,stormy,Vandalism,9,4,9,59,23,17,1,8,6.76
Ahmedabad,Satellite,Night,rainy,Vandalism,5,2,1,10,35,183,1,7,6.88
Bangalore,Yeshwanthpur,Evening,stormy,Pickpocketing,5,1,8,26,18,142,4,7,6.42
Ahmedabad,Bopal,Afternoon,cloudy,Burglary,3,4,4,74,16,61,1,2,4.41
Ahmedabad,Chandkheda,Morning,foggy,Burglary,4,0,4,28,21,162,6,0,5.44
Bangalore,BTM Layout,Midnight,stormy,Burglary,9,1,5,66,32,39,0,0,5.2
Chennai,Guindy,Midnight,sunny,Fraud,2,4,2,46,16,178,8,9,7.69
Pune,Koregaon Park,Evening,foggy,Theft,2,4,1,26,39,234,9,1,5.65
Chennai,Guindy,Afternoon,foggy,Assault,9,3,5,20,16,59,0,7,7.24
Hyderabad,Secunderabad,Afternoon,cloudy,Chain Snatching,6,4,7,17,24,227,0,9,6.64
Mumbai,Dadar,Night,cloudy,Cyber Crime,4,3,9,41,17,238,8,5,7.46
Hyderabad,Dilsukhnagar,Morning,rainy,Mobile Theft,7,0,2,56,33,55,6,5,5.34
Mumbai,Kurla,Afternoon,rainy,Burglary,4,0,8,28,16,233,9,0,6.84
Ahmedabad,Vastrapur,Midnight,sunny,Vandalism,3,2,7,21,40,83,3,1,5.85
Bangalore,Jayanagar,Morning,foggy,Chain Snatching,2,3,2,20,17,202,2,4,5.17
Ahmedabad,Isanpur,Morning,sunny,Theft,1,4,5,5,23,40,4,2,4.26
Delhi,Vasant Kunj,Evening,sunny,Vandalism,2,2,7,5,25,16,1,1,4.22
Chennai,Guindy,Afternoon,cloudy,Robbery,6,2,3,34,25,104,5,8,6.6
Mumbai,Dadar,Evening,sunny,Theft,7,0,2,28,41,24,5,9,5.79
Hyderabad,Banjara Hills,Afternoon,sunny,Fraud,4,4,6,50,17,92,0,6,3.68
Bangalore,Koramangala,Night,stormy,Burglary,0,3,6,6,19,214,9,0,8.43
Mumbai,Andheri,Evening,rainy,Carjacking,2,0,4,19,26,183,8,0,6.94
Hyderabad,Madhapur,Evening,rainy,Eve Teasing,3,2,1,33,29,216,0,2,5.42
Chennai,Porur,Midnight,foggy,Vandalism,9,1,5,66,37,150,5,9,7.54
Ahmedabad,Vastrapur,Evening,rainy,Pickpocketing,3,2,1,17,31,257,6,5,6.26
Chennai,Adyar,Afternoon,foggy,Pickpocketing,0,1,8,69,30,118,7,1,5.49
Kolkata,Barasat,Midnight,stormy,Mobile Theft,9,0,2,49,44,133,1,7,6.96
Delhi,Pitampura,Evening,rainy,Eve Teasing,8,3,9,51,31,206,7,3,7.26
Kolkata,Tollygunge,Evening,stormy,Assault,9,4,9,20,29,262,9,7,8.29
Bangalore,Yeshwanthpur,Night,rainy,Assault,3,1,3,7,40,189,1,6,8.33
Mumbai,Chembur,Evening,rainy,Eve Teasing,1,4,6,74,27,157,1,1,5.79
Bangalore,Koramangala,Morning,stormy,Carjacking,8,0,9,9,16,75,8,8,8.25
Ahmedabad,Nikol,Midnight,sunny,Fraud,3,0,7,30,31,51,6,4,6.57
Hyderabad,Dilsukhnagar,Morning,sunny,Theft,3,0,4,19,15,225,7,5,6.37
Chennai,T.Nagar,Midnight,sunny,Carjacking,5,3,3,77,44,93,0,1,6.18
Kolkata,Dum Dum,Night,sunny,Chain Snatching,7,1,2,59,44,291,9,2,6.65
Pune,Shivajinagar,Evening,rainy,Burglary,4,4,1,26,24,290,5,9,6.99
Kolkata,Gariahat,Evening,cloudy,Assault,7,2,1,41,18,177,0,7,6.29
Ahmedabad,Nikol,Evening,stormy,Vandalism,0,0,4,33,24,105,4,4,6.24
Kolkata,Ultadanga,Midnight,cloudy,Assault,3,4,4,30,26,75,1,9,7.71
Ahmedabad,Chandkheda,Evening,cloudy,Pickpocketing,0,4,9,74,42,3,8,0,5.78
Pune,Chinchwad,Morning,foggy,Vandalism,2,3,1,15,17,186,2,8,5.88
Bangalore,Yeshwanthpur,Evening,sunny,Chain Snatching,6,1,4,24,15,19,9,0,4.98
Chennai,Velachery,Night,rainy,Chain Snatching,0,3,3,74,33,274,6,8,8.5
Mumbai,Goregaon,Morning,sunny,Burglary,4,3,9,37,15,135,1,9,6.29
Hyderabad,Secunderabad,Evening,sunny,Robbery,0,4,5,34,33,26,9,5,6.71
Mumbai,Kurla,Evening,cloudy,Pickpocketing,5,1,9,54,18,135,3,6,7.08
Bangalore,Rajajinagar,Afternoon,foggy,Eve Teasing,8,1,6,38,41,17,9,0,5.53
Hyderabad,Madhapur,Midnight,sunny,Assault,2,1,9,9,27,284,2,9,9.94
Kolkata,Tollygunge,Morning,stormy,Burglary,5,0,1,16,41,137,0,0,4.19
Pune,Pimpri,Afternoon,stormy,Burglary,3,1,4,79,28,231,9,4,6.79
Pune,Viman Nagar,Night,sunny,Robbery,5,4,4,56,28,256,5,1,6.06
Delhi,Connaught Place,Midnight,cloudy,Chain Snatching,1,0,6,55,38,218,4,9,9.06
Bangalore,Hebbal,Morning,cloudy,Pickpocketing,3,2,1,25,17,131,5,4,3.96
Bangalore,Yeshwanthpur,Evening,rainy,Vandalism,6,3,5,75,33,255,0,4,5.61
Chennai,Tambaram,Morning,foggy,Mobile Theft,5,1,3,62,43,95,7,5,5.26
Mumbai,Thane,Evening,cloudy,Mobile Theft,8,2,1,68,39,273,3,8,6.92
Bangalore,Whitefield,Midnight,rainy,Pickpocketing,6,1,6,10,25,14,6,5,7.83
Bangalore,HSR Layout,Evening,stormy,Pickpocketing,0,3,3,53,23,178,7,9,8.62
Kolkata,New Town,Night,stormy,Cyber Crime,5,4,4,76,20,259,2,0,4.32
Kolkata,Dum Dum,Evening,stormy,Assault,2,4,9,41,40,87,3,4,7.03
Hyderabad,Madhapur,Night,sunny,Vandalism,7,3,2,14,18,93,8,1,4.55
Ahmedabad,Ghatlodia,Midnight,foggy,Carjacking,0,2,1,70,40,27,8,7,8.83
Ahmedabad,Isanpur,Midnight,rainy,Vandalism,9,0,6,60,19,184,6,6,7.99
Delhi,Vasant Kunj,Morning,foggy,Burglary,1,0,1,75,43,74,2,5,5.33
Ahmedabad,Nikol,Night,sunny,Robbery,2,1,1,70,23,53,3,1,6.41
Chennai,Chrompet,Night,rainy,Pickpocketing,2,3,7,49,15,46,6,2,5.89
Delhi,Rohini,Afternoon,rainy,Vandalism,6,3,2,72,37,247,5,8,6.43
Hyderabad,Abids,Afternoon,cloudy,Burglary,7,0,4,68,29,233,5,8,7.24
Kolkata,Ultadanga,Afternoon,foggy,Theft,8,2,4,20,25,117,3,6,5.66
Ahmedabad,Isanpur,Evening,foggy,Chain Snatching,6,3,2,14,37,259,9,1,5.95
Mumbai,Chembur,Afternoon,cloudy,Robbery,7,4,6,25,40,229,7,6,7.16
Kolkata,Salt Lake,Night,stormy,Mobile Theft,5,4,2,16,15,289,8,0,5.77
Pune,Wakad,Evening,sunny,Fraud,1,3,8,17,44,240,9,8,8.42
Chennai,Guindy,Midnight,foggy,Mobile Theft,0,2,4,14,31,181,6,8,9.22
Kolkata,Park Street,Morning,cloudy,Eve Teasing,2,4,1,17,29,100,7,5,5.85
Chennai,Tambaram,Afternoon,rainy,Burglary,8,2,7,38,28,247,9,9,8.46
Chennai,Guindy,Midnight,cloudy,Pickpocketing,6,0,6,63,23,112,1,0,5.41
Chennai,Anna Nagar,Night,stormy,Robbery,1,1,6,53,37,220,3,7,9.69
Hyderabad,Jubilee Hills,Morning,sunny,Chain Snatching,0,0,3,10,18,147,2,5,5.97
Chennai,Guindy,Midnight,stormy,Vandalism,1,1,7,16,23,295,5,8,8.95
Chennai,Mylapore,Morning,rainy,Cyber Crime,2,4,6,33,42,196,1,8,5.37
Pune,Pimpri,Afternoon,rainy,Cyber Crime,5,1,9,30,19,68,6,6,5.91
Mumbai,Mulund,Night,rainy,Theft,8,1,3,72,17,287,7,3,7.1
Delhi,Pitampura,Morning,rainy,Fraud,7,3,3,20,32,23,3,0,2.5
Bangalore,Hebbal,Midnight,cloudy,Chain Snatching,9,1,4,57,23,185,7,2,6.66
Pune,Koregaon Park,Afternoon,rainy,Theft,8,3,3,23,18,169,7,5,5.68
Delhi,Dwarka,Afternoon,rainy,Mobile Theft,7,1,4,51,21,290,2,0,3.77
Chennai,Anna Nagar,Midnight,cloudy,Mobile Theft,6,3,6,36,15,31,0,3,5.91
Mumbai,Dadar,Midnight,rainy,Eve Teasing,5,4,1,74,30,175,2,7,6.02
Kolkata,Howrah,Morning,stormy,Robbery,7,4,2,74,39,176,9,7,7.62
Mumbai,Malad,Evening,stormy,Carjacking,5,1,6,65,42,289,0,5,8.39
Pune,Chinchwad,Afternoon,foggy,Assault,1,2,6,9,39,143,1,5,7.31
Chennai,Velachery,Morning,stormy,Robbery,8,4,1,63,40,10,7,2,4.61
Mumbai,Bandra,Midnight,sunny,Fraud,8,0,6,6,20,146,3,6,7.34
Ahmedabad,Maninagar,Morning,sunny,Carjacking,2,0,9,6,20,194,8,7,8.56
Mumbai,Dadar,Midnight,sunny,Carjacking,8,3,8,7,28,75,6,1,7.91
Chennai,Chrompet,Night,cloudy,Eve Teasing,1,2,5,74,36,159,2,4,7.22
Hyderabad,Mehdipatnam,Midnight,stormy,Cyber Crime,2,3,4,47,19,99,0,5,5.88
Ahmedabad,Chandkheda,Midnight,sunny,Assault,5,1,6,9,25,115,0,0,6.93
Mumbai,Kurla,Midnight,foggy,Carjacking,3,4,5,54,15,82,0,4,6.64
Bangalore,Marathahalli,Evening,cloudy,Burglary,7,2,6,14,34,62,9,2,5.96
Bangalore,Koramangala,Midnight,foggy,Chain Snatching,0,3,3,31,24,131,2,2,6.8
Mumbai,Chembur,Afternoon,stormy,Carjacking,5,3,7,28,15,247,4,5,7.0
Hyderabad,Mehdipatnam,Afternoon,rainy,Carjacking,1,0,8,26,35,130,7,0,6.79
Kolkata,Park Street,Morning,foggy,Chain Snatching,5,1,5,7,43,157,7,4,7.32
Chennai,Tambaram,Evening,rainy,Vandalism,0,3,5,20,18,215,1,4,5.4
Bangalore,Indiranagar,Morning,cloudy,Eve Teasing,1,0,4,34,22,33,8,4,5.84
Kolkata,Tollygunge,Afternoon,foggy,Carjacking,8,2,5,47,15,297,8,2,7.1
Mumbai,Malad,Afternoon,foggy,Carjacking,5,3,8,8,22,278,6,5,8.14
Pune,Shivajinagar,Night,cloudy,Cyber Crime,7,0,5,44,28,295,9,0,5.83
Kolkata,Dum Dum,Midnight,cloudy,Assault,6,1,9,20,38,14,4,9,9.35
Ahmedabad,Satellite,Afternoon,sunny,Theft,8,4,1,76,31,114,4,0,1.95
Delhi,Lajpat Nagar,Morning,stormy,Vandalism,8,2,7,20,23,56,7,1,4.63
Bangalore,Marathahalli,Morning,foggy,Pickpocketing,3,3,5,70,43,141,7,3,5.08
Mumbai,Goregaon,Midnight,foggy,Vandalism,6,0,4,59,39,206,4,9,8.7
Pune,Aundh,Midnight,cloudy,Chain Snatching,4,3,3,24,20,139,5,8,6.71
Chennai,Tambaram,Night,cloudy,Assault,6,4,7,55,15,106,5,9,8.12
Pune,Shivajinagar,Evening,stormy,Eve Teasing,3,3,2,61,37,290,5,7,7.12
Hyderabad,Miyapur,Morning,cloudy,Robbery,9,3,5,55,37,77,4,9,6.52
Ahmedabad,Maninagar,Midnight,rainy,Assault,0,0,2,22,23,1,8,1,8.0
Mumbai,Mulund,Morning,rainy,Cyber Crime,3,4,7,63,15,273,0,0,3.76
Chennai,Porur,Midnight,rainy,Fraud,9,2,6,32,28,34,9,3,6.35
Hyderabad,Banjara Hills,Afternoon,rainy,Chain Snatching,2,0,7,73,38,264,2,4,6.39
Hyderabad,Madhapur,Morning,stormy,Theft,8,4,9,32,44,217,6,1,4.64
Mumbai,Thane,Afternoon,foggy,Mobile Theft,4,4,2,17,42,66,8,9,6.69
Ahmedabad,Chandkheda,Morning,rainy,Fraud,3,3,9,10,43,68,1,5,6.82
Kolkata,Howrah,Evening,cloudy,Fraud,7,1,7,33,25,223,3,7,6.59
Kolkata,Tollygunge,Night,rainy,Eve Teasing,4,1,2,13,22,293,7,4,8.76
Hyderabad,Miyapur,Afternoon,stormy,Pickpocketing,2,2,2,33,37,202,4,3,5.61
Kolkata,Tollygunge,Midnight,cloudy,Robbery,1,3,4,42,26,80,7,6,8.02
Delhi,Vasant Kunj,Evening,rainy,Carjacking,7,1,2,69,20,65,1,4,5.67
Hyderabad,Abids,Morning,foggy,Burglary,1,0,1,60,31,296,7,7,8.35
Hyderabad,Jubilee Hills,Afternoon,cloudy,Carjacking,7,2,6,34,25,279,5,6,7.21
Chennai,Velachery,Morning,cloudy,Mobile Theft,4,3,5,63,24,260,4,4,5.13
Kolkata,Ultadanga,Morning,foggy,Fraud,7,0,3,62,41,276,1,7,5.34
Ahmedabad,Vastrapur,Morning,cloudy,Vandalism,4,1,1,14,22,5,6,0,3.57
Hyderabad,Mehdipatnam,Night,rainy,Burglary,0,1,9,25,26,131,0,7,7.97
Pune,Chinchwad,Night,cloudy,Eve Teasing,1,1,8,60,35,264,5,2,7.33
Ahmedabad,Maninagar,Midnight,rainy,Robbery,5,1,6,30,18,67,2,0,7.0
Delhi,Lajpat Nagar,Afternoon,foggy,Mobile Theft,2,4,6,19,35,125,5,8,6.45
Chennai,Nungambakkam,Evening,sunny,Eve Teasing,7,2,4,39,35,170,0,5,5.83
Mumbai,Chembur,Evening,foggy,Chain Snatching,4,2,2,19,44,28,0,7,6.42
Ahmedabad,Nikol,Evening,rainy,Theft,2,1,4,79,27,175,1,9,7.4
Hyderabad,Banjara Hills,Morning,stormy,Fraud,9,2,2,10,40,291,9,3,5.63
Delhi,Nehru Place,Night,foggy,Cyber Crime,6,0,7,32,17,104,6,1,6.85
Bangalore,Indiranagar,Afternoon,stormy,Vandalism,7,0,9,67,34,44,3,5,6.21
Delhi,Lajpat Nagar,Morning,stormy,Eve Teasing,3,2,2,33,18,100,3,1,4.0
Delhi,Karol Bagh,Night,rainy,Burglary,8,1,9,52,22,225,3,0,6.7
Chennai,Adyar,Night,rainy,Fraud,5,3,9,67,19,103,4,6,7.61
Mumbai,Goregaon,Afternoon,sunny,Robbery,0,1,8,62,36,261,1,6,8.1
Bangalore,Marathahalli,Afternoon,cloudy,Vandalism,4,4,1,25,40,252,6,5,4.7
Kolkata,Gariahat,Afternoon,foggy,Pickpocketing,4,3,5,26,16,164,2,1,4.67
Kolkata,New Town,Morning,rainy,Pickpocketing,6,4,4,31,39,291,2,4,4.35
Ahmedabad,Isanpur,Midnight,foggy,Burglary,6,2,7,61,22,211,1,0,6.16
Delhi,Saket,Afternoon,stormy,Mobile Theft,5,4,8,14,38,143,5,1,5.23
Pune,Koregaon Park,Midnight,cloudy,Theft,7,2,8,26,40,235,3,4,6.68
Chennai,Adyar,Morning,sunny,Pickpocketing,1,4,2,48,19,21,3,4,3.44
Pune,Koregaon Park,Midnight,foggy,Fraud,6,3,3,32,30,68,7,6,6.58
Chennai,Mylapore,Evening,cloudy,Robbery,9,4,7,54,35,68,1,4,4.74
Kolkata,Ultadanga,Midnight,sunny,Theft,6,1,4,55,29,245,6,5,7.1
Ahmedabad,Naranpura,Afternoon,foggy,Carjacking,3,2,6,5,33,62,1,1,5.2
Ahmedabad,Ghatlodia,Morning,cloudy,Robbery,9,0,8,38,27,236,5,4,7.13
Ahmedabad,Vastrapur,Afternoon,rainy,Fraud,1,4,8,39,25,18,4,7,5.21
Bangalore,Yeshwanthpur,Evening,foggy,Fraud,3,2,7,65,30,230,7,0,5.0
Mumbai,Malad,Afternoon,cloudy,Chain Snatching,3,0,2,34,32,228,5,9,6.6
Bangalore,Whitefield,Afternoon,sunny,Theft,5,2,2,72,39,126,6,6,5.14
Hyderabad,Kukatpally,Afternoon,cloudy,Robbery,6,2,3,44,29,145,5,7,6.5
Hyderabad,Secunderabad,Night,rainy,Theft,2,0,4,69,20,113,7,4,7.82
Pune,Chinchwad,Evening,foggy,Burglary,9,0,1,41,22,242,1,3,5.69
Mumbai,Bandra,Afternoon,foggy,Assault,0,3,5,68,18,144,6,0,5.17
Kolkata,Park Street,Afternoon,foggy,Theft,2,4,7,5,35,40,4,8,6.49
Mumbai,Chembur,Afternoon,rainy,Cyber Crime,8,4,5,19,40,160,8,1,4.74
Chennai,Anna Nagar,Morning,sunny,Pickpocketing,0,2,7,17,30,76,8,4,6.04
Hyderabad,Mehdipatnam,Night,foggy,Cyber Crime,7,1,5,33,35,167,7,6,6.57
Delhi,Pitampura,Morning,sunny,Fraud,1,1,8,59,25,283,7,7,7.15
Delhi,Lajpat Nagar,Night,cloudy,Chain Snatching,5,2,7,49,40,109,3,9,7.51
Kolkata,Gariahat,Afternoon,sunny,Carjacking,2,3,1,8,34,194,7,3,5.9
Chennai,Chrompet,Evening,sunny,Chain Snatching,6,0,1,68,41,227,1,9,7.35
Pune,Kothrud,Midnight,foggy,Robbery,1,2,5,19,16,166,4,0,8.23
Bangalore,Yeshwanthpur,Midnight,stormy,Burglary,3,4,2,52,44,20,3,6,7.6
Chennai,Adyar,Afternoon,stormy,Burglary,9,1,9,60,36,164,4,9,8.39
Delhi,Karol Bagh,Morning,rainy,Carjacking,8,1,2,74,18,129,4,8,5.66
Delhi,Lajpat Nagar,Evening,rainy,Cyber Crime,5,1,9,19,28,261,4,0,5.93
Pune,Kothrud,Night,stormy,Theft,3,3,2,43,25,51,6,0,6.09
Hyderabad,Mehdipatnam,Afternoon,cloudy,Cyber Crime,1,4,4,73,18,260,0,6,4.72
Chennai,Tambaram,Evening,foggy,Theft,9,3,3,64,40,174,1,8,6.02
Chennai,Adyar,Evening,foggy,Robbery,8,0,6,48,17,298,6,4,8.84
Delhi,Rohini,Night,cloudy,Mobile Theft,3,2,4,47,38,95,0,3,5.77
Bangalore,HSR Layout,Evening,cloudy,Robbery,8,2,9,8,36,39,8,5,7.68
Kolkata,Gariahat,Morning,stormy,Vandalism,1,1,9,54,39,208,2,8,7.49
Ahmedabad,Chandkheda,Morning,rainy,Theft,6,1,9,43,19,141,5,1,5.2
Kolkata,Park Street,Morning,cloudy,Mobile Theft,4,0,3,58,20,257,3,4,5.87
Chennai,Mylapore,Evening,rainy,Robbery,7,3,3,27,23,166,2,3,5.67
Kolkata,Park Street,Morning,sunny,Burglary,7,4,4,64,18,190,7,2,5.87
Delhi,Connaught Place,Night,foggy,Assault,3,0,9,39,40,118,1,4,8.39
Delhi,Nehru Place,Evening,stormy,Fraud,3,2,6,58,21,145,2,6,6.01
Pune,Aundh,Midnight,foggy,Theft,7,2,9,62,27,128,7,2,7.24
Chennai,Guindy,Evening,stormy,Vandalism,2,3,8,66,24,144,2,2,5.19
Pune,Baner,Night,sunny,Fraud,6,0,7,52,26,53,7,5,6.61
Chennai,Porur,Midnight,foggy,Pickpocketing,7,4,5,11,24,121,6,4,6.34
Ahmedabad,Vastrapur,Evening,sunny,Assault,7,0,9,49,25,123,1,2,5.95
Ahmedabad,Navrangpura,Morning,stormy,Chain Snatching,9,0,4,17,25,166,0,0,4.23
Hyderabad,Abids,Afternoon,cloudy,Theft,3,3,4,57,36,142,0,9,4.8
Chennai,T.Nagar,Afternoon,foggy,Chain Snatching,8,4,8,43,20,21,1,1,4.05
Bangalore,Jayanagar,Morning,sunny,Vandalism,9,2,4,22,20,275,6,2,3.93
Kolkata,Howrah,Afternoon,foggy,Theft,3,1,7,26,44,298,8,3,6.57
Chennai,Chrompet,Afternoon,foggy,Mobile Theft,7,4,4,40,34,276,6,4,5.97
Mumbai,Borivali,Morning,foggy,Vandalism,5,2,1,57,40,114,2,9,5.3
Hyderabad,Kukatpally,Morning,rainy,Eve Teasing,4,3,9,76,20,271,7,8,7.32
Mumbai,Kurla,Evening,sunny,Vandalism,3,4,4,7,26,167,7,3,6.21
Delhi,Connaught Place,Evening,sunny,Robbery,4,4,3,66,37,276,8,8,7.62
Ahmedabad,Ghatlodia,Morning,foggy,Robbery,0,2,3,33,43,263,8,4,7.42
Kolkata,Dum Dum,Night,cloudy,Chain Snatching,6,2,9,77,28,249,8,2,7.67
Chennai,Mylapore,Afternoon,foggy,Eve Teasing,7,0,8,12,32,254,3,6,7.53
Mumbai,Goregaon,Evening,rainy,Cyber Crime,8,0,7,50,41,57,9,7,7.12
Kolkata,Salt Lake,Afternoon,stormy,Vandalism,2,4,7,60,39,4,3,8,6.48
Delhi,Pitampura,Midnight,rainy,Mobile Theft,8,1,4,53,37,110,1,8,6.46
Ahmedabad,Navrangpura,Morning,cloudy,Pickpocketing,9,3,3,47,33,285,7,5,4.5
Bangalore,Jayanagar,Night,foggy,Chain Snatching,4,2,4,14,24,264,1,8,7.94
Hyderabad,Secunderabad,Midnight,sunny,Fraud,9,0,6,17,24,248,2,2,6.38
Kolkata,Behala,Midnight,foggy,Robbery,5,3,4,61,21,94,8,1,6.75
Kolkata,Behala,Midnight,cloudy,Fraud,0,4,4,6,40,296,1,4,7.15
Bangalore,Hebbal,Morning,sunny,Cyber Crime,8,2,2,69,24,184,0,6,3.56
Kolkata,Dum Dum,Evening,rainy,Mobile Theft,8,2,7,46,28,228,4,6,6.3
Delhi,Pitampura,Morning,stormy,Fraud,5,0,6,62,19,261,6,5,6.32
Delhi,Lajpat Nagar,Evening,stormy,Mobile Theft,7,1,2,14,39,118,3,2,4.67
Bangalore,Jayanagar,Midnight,foggy,Eve Teasing,3,2,5,67,36,233,3,5,8.05
Hyderabad,Banjara Hills,Midnight,rainy,Chain Snatching,4,1,6,75,25,281,2,0,7.28
Chennai,Chrompet,Night,cloudy,Mobile Theft,4,3,5,65,43,201,5,2,5.92
Mumbai,Andheri,Evening,stormy,Burglary,6,2,4,5,21,261,7,1,6.52
Chennai,Anna Nagar,Midnight,rainy,Chain Snatching,6,2,9,30,34,52,1,3,7.28
Kolkata,Gariahat,Afternoon,foggy,Burglary,6,1,3,9,32,160,5,7,7.63
Mumbai,Andheri,Night,sunny,Vandalism,4,0,2,39,25,243,7,2,5.99
Pune,Hadapsar,Morning,foggy,Burglary,3,4,9,17,34,93,0,5,6.59
Bangalore,Marathahalli,Night,foggy,Theft,7,3,8,31,39,39,3,9,7.68
Bangalore,Marathahalli,Afternoon,rainy,Vandalism,0,2,9,16,17,279,0,0,6.06
Hyderabad,Dilsukhnagar,Evening,stormy,Cyber Crime,0,0,3,54,21,91,3,3,5.54
Mumbai,Bandra,Morning,rainy,Burglary,5,2,1,63,43,37,8,4,5.05
Delhi,Karol Bagh,Morning,sunny,Pickpocketing,1,3,1,35,44,242,5,4,5.21
